fuel_type,fuel_type_map
-2.2553975582122803,0
-1.1929078102111816,1
-0.1304181218147277,2
0.932071566581726,3
1.9945613145828247,4
3.057050943374634,5
4.119540691375732,6
5.18203067779541,7
