model,model_map
0.6166089773178101,1189
0.6185253858566284,1190
0.6204417943954468,1191
0.6223582625389099,1192
0.6242746710777283,1193
0.6261910796165466,1194
0.6281075477600098,1195
0.6300239562988281,1196
0.6319403648376465,1197
0.6338567733764648,1198
0.635773241519928,1199
0.6376896500587463,1200
0.6396060585975647,1201
0.6415225267410278,1202
0.6434389352798462,1203
0.6453553438186646,1204
0.6472718119621277,1205
0.649188220500946,1206
0.6511046290397644,1207
0.6530210375785828,1208
0.6549375057220459,1209
0.6568539142608643,1210
0.6587703227996826,1211
0.6606867909431458,1212
0.6626031994819641,1213
0.6645196080207825,1214
0.6664360165596008,1215
0.668352484703064,1216
0.6702688932418823,1217
0.6721853017807007,1218
0.6741017699241638,1219
0.6760181784629822,1220
0.6779345870018005,1221
0.6798509955406189,1222
0.681767463684082,1223
0.6836838722229004,1224
0.6856002807617188,1225
0.6875167489051819,1226
0.6894331574440002,1227
0.6913495659828186,1228
0.693265974521637,1229
0.6951824426651001,1230
0.6970988512039185,1231
0.6990152597427368,1232
0.7009317278862,1233
0.7028481364250183,1234
0.7047645449638367,1235
0.7066810131072998,1236
0.7085974216461182,1237
0.7105138301849365,1238
0.7124302387237549,1239
0.714346706867218,1240
0.7162631154060364,1241
0.7181795239448547,1242
0.7200959920883179,1243
0.7220124006271362,1244
0.7239288091659546,1245
0.725845217704773,1246
0.7277616858482361,1247
0.7296780943870544,1248
0.7315945029258728,1249
0.7335109710693359,1250
0.7354273796081543,1251
0.7373437881469727,1252
0.739260196685791,1253
0.7411766648292542,1254
0.7430930733680725,1255
0.7450094819068909,1256
0.746925950050354,1257
0.7488423585891724,1258
0.7507587671279907,1259
0.7526752352714539,1260
0.7545916438102722,1261
0.7565080523490906,1262
0.7584244608879089,1263
0.7603409290313721,1264
0.7622573375701904,1265
0.7641737461090088,1266
0.7660902142524719,1267
0.7680066227912903,1268
0.7699230313301086,1269
0.771839439868927,1270
0.7737559080123901,1271
0.7756723165512085,1272
0.7775887250900269,1273
0.77950519323349,1274
0.7814216017723083,1275
0.7833380103111267,1276
0.7852544188499451,1277
0.7871708869934082,1278
0.7890872955322266,1279
0.7910037040710449,1280
0.7929201722145081,1281
0.7948365807533264,1282
0.7967529892921448,1283
0.7986693978309631,1284
0.8005858659744263,1285
0.8025022745132446,1286
0.804418683052063,1287
0.8063351511955261,1288
0.8082515597343445,1289
0.8101679682731628,1290
0.812084436416626,1291
0.8140008449554443,1292
0.8159172534942627,1293
0.817833662033081,1294
0.8197501301765442,1295
0.8216665387153625,1296
0.8235829472541809,1297
0.825499415397644,1298
0.8274158239364624,1299
0.8293322324752808,1300
0.8312486410140991,1301
0.8331651091575623,1302
0.8350815176963806,1303
0.836997926235199,1304
0.8389143943786621,1305
0.8408308029174805,1306
0.8427472114562988,1307
0.8446636199951172,1308
0.8465800881385803,1309
0.8484964966773987,1310
0.850412905216217,1311
0.8523293733596802,1312
0.8542457818984985,1313
0.8561621904373169,1314
0.8580785989761353,1315
0.8599950671195984,1316
0.8619114756584167,1317
0.8638278841972351,1318
0.8657443523406982,1319
0.8676607608795166,1320
0.869577169418335,1321
0.8714936375617981,1322
0.8734100461006165,1323
0.8753264546394348,1324
0.8772428631782532,1325
0.8791593313217163,1326
0.8810757398605347,1327
0.882992148399353,1328
0.8849086165428162,1329
0.8868250250816345,1330
0.8887414336204529,1331
0.8906578421592712,1332
0.8925743103027344,1333
0.8944907188415527,1334
0.8964071273803711,1335
0.8983235955238342,1336
0.9002400040626526,1337
0.902156412601471,1338
0.9040728211402892,1339
0.9059892892837524,1340
0.9079056978225708,1341
0.9098221063613892,1342
0.9117385745048524,1343
0.9136549830436708,1344
0.915571391582489,1345
0.917487859725952,1346
0.9194042682647704,1347
0.9213206768035888,1348
0.9232370853424072,1349
0.9251535534858704,1350
0.9270699620246888,1351
0.9289863705635072,1352
0.9309028387069702,1353
0.9328192472457886,1354
0.9347356557846068,1355
0.9366520643234252,1356
0.9385685324668884,1357
0.9404849410057068,1358
0.9424013495445251,1359
0.9443178176879884,1360
0.9462342262268066,1361
0.948150634765625,1362
0.9500670433044434,1363
0.9519835114479064,1364
0.9538999199867249,1365
0.9558163285255432,1366
0.9577327966690063,1367
0.9596492052078248,1368
0.9615656137466432,1369
0.9634820222854614,1370
0.9653984904289246,1371
0.9673148989677428,1372
0.9692313075065612,1373
0.9711477756500244,1374
0.9730641841888428,1375
0.9749805927276612,1376
0.9768970608711244,1377
0.9788134694099426,1378
0.980729877948761,1379
0.9826462864875792,1380
0.9845627546310424,1381
0.9864791631698608,1382
0.9883955717086792,1383
0.9903120398521424,1384
0.9922284483909608,1385
0.994144856929779,1386
0.9960612654685974,1387
0.9979777336120604,1388
0.9998941421508788,1389
1.0018105506896973,1390
1.0037269592285156,1391
1.005643367767334,1392
1.007559895515442,1393
1.0094763040542605,1394
1.0113927125930786,1395
1.013309121131897,1396
1.015225529670715,1397
1.0171419382095337,1398
1.019058346748352,1399
1.02097487449646,1400
1.0228912830352783,1401
1.024807691574097,1402
1.026724100112915,1403
1.0286405086517334,1404
1.0305569171905518,1405
1.03247332572937,1406
1.034389853477478,1407
1.0363062620162964,1408
1.0382226705551147,1409
1.040139079093933,1410
1.0420554876327517,1411
1.0439718961715698,1412
1.0458883047103882,1413
1.047804832458496,1414
1.0497212409973145,1415
1.0516376495361328,1416
1.0535540580749512,1417
1.0554704666137695,1418
1.057386875152588,1419
1.0593034029006958,1420
1.0612198114395142,1421
1.0631362199783323,1422
1.0650526285171509,1423
1.0669690370559692,1424
1.0688854455947876,1425
1.070801854133606,1426
1.072718381881714,1427
1.0746347904205322,1428
1.0765511989593506,1429
1.078467607498169,1430
1.0803840160369873,1431
1.0823004245758057,1432
1.084216833114624,1433
1.086133360862732,1434
1.0880497694015503,1435
1.0899661779403689,1436
1.091882586479187,1437
1.0937989950180054,1438
1.0957154035568235,1439
1.097631812095642,1440
1.09954833984375,1441
1.1014647483825684,1442
1.1033811569213867,1443
1.105297565460205,1444
1.1072139739990234,1445
1.1091303825378418,1446
1.1110467910766602,1447
1.112963318824768,1448
1.1148797273635864,1449
1.1167961359024048,1450
1.1187125444412231,1451
1.1206289529800415,1452
1.12254536151886,1453
1.1244617700576782,1454
1.126378297805786,1455
1.1282947063446045,1456
1.1302111148834229,1457
1.1321275234222412,1458
1.1340439319610596,1459
1.135960340499878,1460
1.1378767490386963,1461
1.1397932767868042,1462
1.1417096853256226,1463
1.143626093864441,1464
1.1455425024032593,1465
1.1474589109420776,1466
1.149375319480896,1467
1.1512917280197144,1468
1.1532082557678225,1469
1.1551246643066406,1470
1.157041072845459,1471
1.1589574813842771,1472
1.1608738899230957,1473
1.162790298461914,1474
1.164706826210022,1475
1.1666232347488403,1476
1.1685396432876587,1477
1.170456051826477,1478
1.1723724603652954,1479
1.1742888689041138,1480
1.176205277442932,1481
1.17812180519104,1482
1.1800382137298584,1483
1.1819546222686768,1484
1.1838710308074951,1485
1.1857874393463137,1486
1.1877038478851318,1487
1.1896202564239502,1488
1.191536784172058,1489
1.1934531927108765,1490
1.1953696012496948,1491
1.1972860097885132,1492
1.1992024183273315,1493
1.20111882686615,1494
1.2030352354049685,1495
1.2049517631530762,1496
1.2068681716918943,1497
1.208784580230713,1498
1.2107009887695312,1499
1.2126173973083496,1500
1.214533805847168,1501
1.2164502143859863,1502
1.2183667421340942,1503
1.2202831506729126,1504
1.222199559211731,1505
1.224115967750549,1506
1.2260323762893677,1507
1.227948784828186,1508
1.2298651933670044,1509
1.2317817211151123,1510
1.2336981296539309,1511
1.235614538192749,1512
1.2375309467315674,1513
1.2394473552703855,1514
1.241363763809204,1515
1.2432801723480225,1516
1.2451967000961304,1517
1.2471131086349487,1518
1.249029517173767,1519
1.2509459257125854,1520
1.2528623342514038,1521
1.2547787427902222,1522
1.2566951513290403,1523
1.2586116790771484,1524
1.2605280876159668,1525
1.2624444961547852,1526
1.2643609046936035,1527
1.266277313232422,1528
1.2681937217712402,1529
1.2701101303100586,1530
1.2720266580581665,1531
1.2739430665969849,1532
1.2758594751358032,1533
1.2777758836746216,1534
1.27969229221344,1535
1.2816087007522583,1536
1.2835252285003662,1537
1.2854416370391846,1538
1.287358045578003,1539
1.2892744541168213,1540
1.2911908626556396,1541
1.293107271194458,1542
1.2950236797332764,1543
1.2969402074813845,1544
1.2988566160202026,1545
1.300773024559021,1546
1.3026894330978394,1547
1.3046058416366575,1548
1.306522250175476,1549
1.3084386587142944,1550
1.3103551864624023,1551
1.3122715950012207,1552
1.314188003540039,1553
1.3161044120788574,1554
1.3180208206176758,1555
1.319937229156494,1556
1.3218536376953125,1557
1.3237701654434204,1558
1.3256865739822388,1559
1.3276029825210571,1560
1.3295193910598757,1561
1.3314357995986938,1562
1.3333522081375122,1563
1.3352686166763306,1564
1.3371851444244385,1565
1.3391015529632568,1566
1.3410179615020752,1567
1.3429343700408936,1568
1.344850778579712,1569
1.3467671871185305,1570
1.3486835956573486,1571
1.3506001234054563,1572
1.352516531944275,1573
1.3544329404830933,1574
1.3563493490219116,1575
1.35826575756073,1576
1.3601821660995483,1577
1.3620985746383667,1578
1.3640151023864746,1579
1.365931510925293,1580
1.367847919464111,1581
1.3697643280029297,1582
1.371680736541748,1583
1.3735971450805664,1584
1.3755135536193848,1585
1.377430081367493,1586
1.379346489906311,1587
1.3812628984451294,1588
1.3831793069839478,1589
1.385095715522766,1590
1.3870121240615845,1591
1.3889286518096924,1592
1.3908450603485107,1593
1.392761468887329,1594
1.3946778774261477,1595
1.3965942859649658,1596
1.3985106945037842,1597
1.4004271030426023,1598
1.4023436307907104,1599
1.4042600393295288,1600
1.4061764478683472,1601
1.4080928564071655,1602
1.410009264945984,1603
1.4119256734848022,1604
1.4138420820236206,1605
1.4157586097717283,1606
1.4176750183105469,1607
1.4195914268493652,1608
1.4215078353881836,1609
1.423424243927002,1610
1.4253406524658203,1611
1.427257061004639,1612
1.4291735887527466,1613
1.431089997291565,1614
1.4330064058303833,1615
1.4349228143692017,1616
1.43683922290802,1617
1.4387556314468384,1618
1.4406720399856567,1619
1.4425885677337646,1620
1.444504976272583,1621
1.4464213848114014,1622
1.4483377933502195,1623
1.450254201889038,1624
1.4521706104278564,1625
1.4540870189666748,1626
1.4560035467147827,1627
1.457919955253601,1628
1.4598363637924194,1629
1.4617527723312378,1630
1.4636691808700562,1631
1.4655855894088743,1632
1.4675019979476929,1633
1.4694185256958008,1634
1.4713349342346191,1635
1.4732513427734375,1636
1.475167751312256,1637
1.4770841598510742,1638
1.4790005683898926,1639
1.480916976928711,1640
1.4828335046768188,1641
1.4847499132156372,1642
1.4866663217544556,1643
1.488582730293274,1644
1.4904991388320925,1645
1.4924155473709106,1646
1.4943320751190186,1647
1.496248483657837,1648
1.4981648921966553,1649
1.5000813007354736,1650
1.501997709274292,1651
1.5039141178131104,1652
1.5058305263519287,1653
1.5077470541000366,1654
1.509663462638855,1655
1.5115798711776731,1656
1.5134962797164917,1657
1.51541268825531,1658
1.5173290967941284,1659
1.5192455053329468,1660
1.521162033081055,1661
1.523078441619873,1662
1.5249948501586914,1663
1.5269112586975098,1664
1.528827667236328,1665
1.5307440757751465,1666
1.5326604843139648,1667
1.5345770120620728,1668
1.5364934206008911,1669
1.5384098291397097,1670
1.5403262376785278,1671
1.5422426462173462,1672
1.5441590547561646,1673
1.546075463294983,1674
1.5479919910430908,1675
1.5499083995819092,1676
1.5518248081207275,1677
1.553741216659546,1678
1.5556576251983645,1679
1.5575740337371826,1680
1.559490442276001,1681
1.5614069700241089,1682
1.5633233785629272,1683
1.5652397871017456,1684
1.567156195640564,1685
1.5690726041793823,1686
1.570989012718201,1687
1.572905421257019,1688
1.574821949005127,1689
1.576738357543945,1690
1.5786547660827637,1691
1.580571174621582,1692
1.5824875831604004,1693
1.5844039916992188,1694
1.586320400238037,1695
1.588236927986145,1696
1.5901533365249634,1697
1.5920697450637815,1698
1.5939861536026,1699
1.5959025621414185,1700
1.5978189706802368,1701
1.5997353792190552,1702
1.601651906967163,1703
1.6035683155059814,1704
1.6054847240447998,1705
1.6074011325836182,1706
1.6093175411224363,1707
1.6112339496612549,1708
1.6131504774093628,1709
1.6150668859481812,1710
1.6169832944869995,1711
1.618899703025818,1712
1.6208161115646362,1713
1.6227325201034546,1714
1.624648928642273,1715
1.6265654563903809,1716
1.6284818649291992,1717
1.6303982734680176,1718
1.632314682006836,1719
1.6342310905456543,1720
1.6361474990844729,1721
1.638063907623291,1722
1.639980435371399,1723
1.6418968439102173,1724
1.6438132524490356,1725
1.645729660987854,1726
1.6476460695266724,1727
1.6495624780654907,1728
1.651478886604309,1729
1.653395414352417,1730
1.6553118228912354,1731
1.6572282314300537,1732
1.659144639968872,1733
1.6610610485076904,1734
1.6629774570465088,1735
1.6648938655853271,1736
1.666810393333435,1737
1.6687268018722534,1738
1.6706432104110718,1739
1.67255961894989,1740
1.6744760274887085,1741
1.6763924360275269,1742
1.6783088445663452,1743
1.6802253723144531,1744
1.6821417808532717,1745
1.6840581893920898,1746
1.6859745979309082,1747
1.6878910064697266,1748
1.689807415008545,1749
1.6917238235473633,1750
1.6936403512954712,1751
1.6955567598342896,1752
1.697473168373108,1753
1.6993895769119265,1754
1.7013059854507446,1755
1.703222393989563,1756
1.7051388025283811,1757
1.7070553302764893,1758
1.7089717388153076,1759
1.710888147354126,1760
1.7128045558929443,1761
1.7147209644317627,1762
1.716637372970581,1763
1.718553900718689,1764
1.720470309257507,1765
1.7223867177963257,1766
1.724303126335144,1767
1.7262195348739624,1768
1.7281359434127808,1769
1.7300523519515991,1770
1.731968879699707,1771
1.7338852882385254,1772
1.7358016967773438,1773
1.737718105316162,1774
1.7396345138549805,1775
1.7415509223937988,1776
1.7434673309326172,1777
1.745383858680725,1778
1.7473002672195437,1779
1.7492166757583618,1780
1.7511330842971802,1781
1.7530494928359983,1782
1.754965901374817,1783
1.7568823099136353,1784
1.7587988376617432,1785
1.7607152462005615,1786
1.76263165473938,1787
1.7645480632781982,1788
1.7664644718170166,1789
1.768380880355835,1790
1.770297288894653,1791
1.7722138166427612,1792
1.7741302251815796,1793
1.776046633720398,1794
1.7779630422592163,1795
1.779879450798035,1796
1.781795859336853,1797
1.7837122678756714,1798
1.7856287956237793,1799
1.7875452041625977,1800
1.789461612701416,1801
1.7913780212402344,1802
1.7932944297790527,1803
1.795210838317871,1804
1.7971272468566897,1805
1.7990437746047974,1806
1.8009601831436155,1807
1.802876591682434,1808
1.8047930002212524,1809
1.8067094087600708,1810
1.8086258172988887,1811
1.8105422258377075,1812
1.8124587535858157,1813
1.8143751621246336,1814
1.816291570663452,1815
1.8182079792022705,1816
1.8201243877410889,1817
1.8220407962799072,1818
1.8239573240280151,1819
1.8258737325668333,1820
1.827790141105652,1821
1.8297065496444704,1822
1.8316229581832888,1823
1.833539366722107,1824
1.8354557752609253,1825
1.8373723030090328,1826
1.839288711547852,1827
1.84120512008667,1828
1.8431215286254885,1829
1.8450379371643064,1830
1.846954345703125,1831
1.8488707542419436,1832
1.8507872819900515,1833
1.8527036905288696,1834
1.854620099067688,1835
1.8565365076065063,1836
1.8584529161453247,1837
1.860369324684143,1838
1.8622857332229612,1839
1.8642022609710691,1840
1.866118669509888,1841
1.868035078048706,1842
1.8699514865875244,1843
1.8718678951263428,1844
1.873784303665161,1845
1.8757007122039795,1846
1.8776172399520876,1847
1.8795336484909055,1848
1.881450057029724,1849
1.8833664655685425,1850
1.8852828741073608,1851
1.8871992826461792,1852
1.8891156911849976,1853
1.8910322189331052,1854
1.892948627471924,1855
1.8948650360107424,1856
1.8967814445495603,1857
1.898697853088379,1858
1.9006142616271973,1859
1.902530670166016,1860
1.9044471979141235,1861
1.906363606452942,1862
1.9082800149917605,1863
1.9101964235305784,1864
1.912112832069397,1865
1.9140292406082156,1866
1.9159456491470337,1867
1.9178621768951416,1868
1.91977858543396,1869
1.9216949939727783,1870
1.923611402511597,1871
1.925527811050415,1872
1.9274442195892332,1873
1.929360628128052,1874
1.93127715587616,1875
1.933193564414978,1876
1.9351099729537964,1877
1.9370263814926147,1878
1.938942790031433,1879
1.9408591985702517,1880
1.9427757263183596,1881
1.9446921348571775,1882
1.946608543395996,1883
1.9485249519348145,1884
1.9504413604736328,1885
1.9523577690124512,1886
1.9542741775512693,1887
1.9561907052993772,1888
1.958107113838196,1889
1.9600235223770144,1890
1.9619399309158323,1891
1.9638564586639404,1892
1.9657728672027588,1893
1.9676892757415767,1894
1.969605803489685,1895
1.9715222120285036,1896
