weight_set_ID,in_node_ID,out_node_ID,weight
0,3,5,-0.4419372081756592
0,3,6,-0.25406020879745483
0,3,7,0.06419811397790909
0,3,8,-0.10718028992414474
0,3,9,-0.0018167000962421298
0,3,10,-0.059695933014154434
0,3,11,-0.2429715245962143
0,3,12,-0.9107364416122437
0,3,13,-0.5097270011901855
0,3,14,-0.32968783378601074
0,3,15,-0.00011646747589111328
0,3,16,-0.5442185997962952
0,3,17,-0.041815828531980515
0,3,18,-0.028566986322402954
0,3,19,-0.12155710905790329
0,4,0,-2.4195096492767334
0,4,1,-0.09001219272613525
0,4,2,-0.9401631951332092
0,4,3,-2.109870433807373
0,4,4,-1.292495846748352
0,4,5,-1.8681411743164062
0,4,6,0.10670512914657593
0,4,7,2.4799044132232666
0,4,8,-0.04689034819602966
0,4,9,0.21493683755397797
0,4,10,-0.29694706201553345
0,4,11,-0.7547069191932678
0,4,12,0.7905013561248779
0,4,13,-1.7539759874343872
0,4,14,-1.3197041749954224
0,4,15,-0.28371602296829224
0,4,16,-2.3167171478271484
0,4,17,-1.5280065536499023
0,4,18,-0.19612717628479004
0,4,19,-0.3918724060058594
0,5,0,2.4820761680603027
0,5,1,0.14410722255706787
0,5,2,0.3430110812187195
0,5,3,2.0873966217041016
0,5,4,1.043444275856018
0,5,5,1.45562744140625
0,5,6,-0.2350969910621643
0,5,7,-0.673937976360321
0,5,8,-0.14601187407970428
0,5,9,-0.2851056456565857
0,5,10,0.2122052013874054
0,5,11,0.8929977416992188
0,5,12,0.9399176836013794
0,5,13,1.4480758905410767
0,5,14,1.0625742673873901
0,5,15,-0.12413600087165833
0,5,16,1.6422990560531616
0,5,17,2.745093584060669
0,5,18,0.10640120506286621
0,5,19,0.6893712282180786
0,6,0,1.774557113647461
0,6,1,0.03259965777397156
0,6,2,0.35029369592666626
0,6,3,2.017367362976074
0,6,4,1.499643087387085
0,6,5,1.0401383638381958
0,6,6,0.11648425459861755
0,6,7,-0.6416130661964417
0,6,8,-0.2586766183376312
0,6,9,0.08605927973985672
0,6,10,0.25883254408836365
0,6,11,0.8513038754463196
0,6,12,0.5441296696662903
0,6,13,1.7280775308609009
0,6,14,1.0149037837982178
0,6,15,0.1895316243171692
0,6,16,1.6907886266708374
0,6,17,1.753824234008789
0,6,18,-0.1138874739408493
0,6,19,0.8723925352096558
0,7,0,-0.7153021693229675
0,7,1,-0.1106526106595993
0,7,2,-0.6686016917228699
0,7,3,-0.8195623159408569
0,7,4,-0.5982019901275635
0,7,5,-1.184216856956482
0,7,6,0.24314677715301514
0,7,7,2.0803635120391846
0,7,8,0.2600298523902893
0,7,9,0.10259422659873962
0,7,10,-0.2600230872631073
0,7,11,-0.5966581106185913
0,7,12,0.28684183955192566
0,7,13,-0.9957788586616516
0,7,14,-0.5253032445907593
0,7,15,-0.2653287649154663
0,7,16,-1.206192135810852
0,7,17,-0.1866779327392578
0,7,18,-0.29936909675598145
0,7,19,-0.43432050943374634
0,8,0,-0.0194086916744709
0,8,1,-0.25574856996536255
0,8,2,-0.3573594391345978
0,8,3,-0.17779435217380524
0,8,4,-0.18522341549396515
0,8,5,-0.472694993019104
0,8,6,0.24874478578567505
0,8,7,0.8040489554405212
0,8,8,-0.31826794147491455
0,8,9,-0.014309730380773544
0,8,10,0.06214684620499611
0,8,11,0.5446001887321472
0,8,12,0.20550405979156494
0,8,13,-0.3733077049255371
0,8,14,-0.15665370225906372
0,8,15,-0.03595122694969177
0,8,16,0.16660954058170319
0,8,17,0.6277694702148438
0,8,18,0.03291058540344238
0,8,19,0.35981321334838867
0,9,0,-15.952948570251465
0,9,1,0.2064971923828125
0,9,2,-3.1582391262054443
0,9,3,-13.86269474029541
0,9,4,-8.07730484008789
0,9,5,-8.398649215698242
0,9,6,0.0016285479068756104
0,9,7,6.722801208496094
0,9,8,0.08895722031593323
0,9,9,0.18150781095027924
0,9,10,0.220164492726326
0,9,11,-4.071833610534668
0,9,12,-0.7503976225852966
0,9,13,-8.275457382202148
0,9,14,-5.6449103355407715
0,9,15,0.15563684701919556
0,9,16,-10.973402976989746
0,9,17,-15.893115043640137
0,9,18,-0.06284603476524353
0,9,19,-2.93025541305542
0,10,0,0.8431369066238403
0,10,1,0.22437763214111328
0,10,2,0.0559433288872242
0,10,3,1.0017716884613037
0,10,4,0.2042538970708847
0,10,5,0.21678128838539124
0,10,6,0.20060360431671143
0,10,7,0.34803396463394165
0,10,8,-0.22574257850646973
0,10,9,-0.09530109912157059
0,10,10,-0.3030843138694763
0,10,11,0.4080822467803955
0,10,12,0.3178942799568176
0,10,13,0.9120870232582092
0,10,14,0.2774834930896759
0,10,15,-0.2660667896270752
0,10,16,0.5178617238998413
0,10,17,1.580527901649475
0,10,18,0.024840056896209717
0,10,19,0.3259899616241455
1,0,0,0.20331168174743652
1,0,1,0.4492536783218384
1,0,2,-0.18691861629486084
1,0,3,0.38843071460723877
1,0,4,-0.0015647822292521596
1,0,5,0.3820483684539795
1,0,6,0.3262895941734314
1,0,7,-0.21694350242614746
1,0,8,-0.4309212863445282
1,0,9,-0.05971579998731613
1,0,10,0.2337186336517334
1,0,11,0.10645859688520432
1,0,12,-0.15524746477603912
1,0,13,-0.04652443528175354
1,0,14,0.5431812405586243
1,0,15,0.459843248128891
1,1,0,0.05874663591384888
1,1,1,0.04934927821159363
1,1,2,0.21090373396873474
1,1,3,-0.0210486501455307
1,1,4,0.03542998433113098
1,1,5,-0.03661951422691345
1,1,6,-0.1684168428182602
1,1,7,0.13330459594726562
1,1,8,-0.009282559156417847
1,1,9,0.08562082052230835
1,1,10,-0.20892903208732605
1,1,11,-0.1837819516658783
1,1,12,-0.16917315125465393
1,1,13,-0.06254781782627106
1,1,14,0.1482999622821808
1,1,15,-0.0005095303058624268
1,2,0,0.8295548558235168
1,2,1,0.0245224479585886
1,2,2,0.2701466679573059
1,2,3,0.19025325775146484
1,2,4,0.10266700387001038
1,2,5,0.17620836198329926
1,2,6,-0.15270636975765228
1,2,7,0.08267322927713394
1,2,8,0.638764500617981
1,2,9,0.8981606960296631
1,2,10,0.3575576841831207
1,2,11,-0.003369922051206231
1,2,12,0.08245469629764557
1,2,13,0.2737136483192444
1,2,14,-0.019667282700538635
1,2,15,-0.028604423627257347
1,3,0,0.17783254384994507
1,3,1,0.8937193751335144
1,3,2,-0.055181507021188736
1,3,3,0.9370745420455933
1,3,4,-0.004869770724326372
1,3,5,0.9377197623252869
1,3,6,0.6161317825317383
1,3,7,-0.10362740606069565
1,3,8,0.3013436496257782
1,3,9,0.02325376868247986
1,3,10,-0.5278176665306091
1,3,11,0.7992599606513977
1,3,12,-0.17756088078022003
1,3,13,0.9295917749404907
1,3,14,0.6908411979675293
1,3,15,0.9638147354125977
1,4,0,0.8342884182929993
1,4,1,0.3187103867530823
1,4,2,0.11242643743753433
1,4,3,0.05530446395277977
1,4,4,0.11312022805213928
1,4,5,0.2859223484992981
1,4,6,0.3760005235671997
1,4,7,0.17623192071914673
1,4,8,0.03245633468031883
1,4,9,0.7326987981796265
1,4,10,0.22986893355846405
1,4,11,0.28011807799339294
1,4,12,0.35063400864601135
1,4,13,0.4110124409198761
1,4,14,0.17740373313426971
1,4,15,0.04454541951417923
1,5,0,0.42907655239105225
1,5,1,0.23923359811306
1,5,2,-0.1948206126689911
1,5,3,0.15181772410869598
1,5,4,0.21386969089508057
1,5,5,0.17913992702960968
1,5,6,0.23646771907806396
1,5,7,-0.21166902780532837
1,5,8,0.06923102587461472
1,5,9,0.4230721890926361
1,5,10,-0.13963954150676727
1,5,11,0.11571966856718063
1,5,12,0.06965512037277222
1,5,13,-0.05258306488394737
1,5,14,0.03336899355053902
1,5,15,0.20144349336624146
1,6,0,0.20160967111587524
1,6,1,0.16578510403633118
1,6,2,-0.13808201253414154
1,6,3,0.027359604835510254
1,6,4,-0.16390573978424072
1,6,5,-0.17662101984024048
1,6,6,-0.041572198271751404
1,6,7,-0.22084325551986694
1,6,8,0.005029246211051941
1,6,9,-0.0024954229593276978
1,6,10,-0.07591572403907776
1,6,11,-0.004756331443786621
1,6,12,-0.07288824021816254
1,6,13,-0.13837078213691711
1,6,14,0.09313526749610901
1,6,15,0.2080439031124115
1,7,0,0.2932167649269104
1,7,1,0.04843883216381073
1,7,2,-0.03151634335517883
1,7,3,0.19174201786518097
1,7,4,-0.26859262585639954
1,7,5,0.2504148483276367
1,7,6,0.2630641460418701
1,7,7,-0.1694534718990326
1,7,8,0.23122872412204742
1,7,9,-0.021339261904358864
1,7,10,0.32732510566711426
1,7,11,-0.5963258147239685
1,7,12,-0.02047349512577057
1,7,13,-0.8904473185539246
1,7,14,-0.0010473179863765836
1,7,15,-0.0039857435040175915
1,8,0,-0.14385986328125
1,8,1,-0.03411047160625458
1,8,2,0.12129127234220505
1,8,3,-0.05108823627233505
1,8,4,-0.19855903089046478
1,8,5,-0.1351984590291977
1,8,6,-0.07805722951889038
1,8,7,0.06186327338218689
1,8,8,-0.1281786561012268
1,8,9,0.08669218420982361
1,8,10,0.16114774346351624
1,8,11,0.044972434639930725
1,8,12,0.004055976867675781
1,8,13,0.24593085050582886
1,8,14,-0.1882566213607788
1,8,15,-0.124472975730896
1,9,0,0.052798230201005936
1,9,1,-0.15220727026462555
1,9,2,0.022967033088207245
1,9,3,-0.17224210500717163
1,9,4,-0.20696233212947845
1,9,5,-0.10258020460605621
1,9,6,0.14587722718715668
1,9,7,-0.04511004686355591
1,9,8,-0.15786144137382507
1,9,9,0.04750531166791916
1,9,10,0.1708386093378067
1,9,11,0.05111607909202576
1,9,12,0.08618256449699402
1,9,13,-0.0016420632600784302
1,9,14,-0.1305638700723648
1,9,15,-0.1941613256931305
1,10,0,-0.15264488756656647
1,10,1,0.061272021383047104
1,10,2,0.013888761401176453
1,10,3,-0.22711610794067383
1,10,4,0.221538245677948
1,10,5,0.17246508598327637
1,10,6,0.16816547513008118
1,10,7,-0.0684758722782135
1,10,8,0.1407482624053955
1,10,9,0.22762176394462585
1,10,10,0.023285452276468277
1,10,11,-0.1973443478345871
1,10,12,-0.021443460136651993
1,10,13,-0.2140786349773407
1,10,14,-0.03237347677350044
1,10,15,-0.06272775679826736
1,11,0,0.3233024775981903
1,11,1,-0.05892924591898918
1,11,2,-0.05684109404683113
1,11,3,0.1767130196094513
1,11,4,-0.1158592700958252
1,11,5,-0.07525721937417984
1,11,6,0.1173216700553894
1,11,7,-0.09036644548177719
1,11,8,-0.023406879976391792
1,11,9,0.3806072175502777
1,11,10,-0.04288177937269211
1,11,11,0.2270294576883316
1,11,12,-0.15310724079608917
1,11,13,0.24464643001556396
1,11,14,-0.00032561447005718946
1,11,15,0.2947477102279663
1,12,0,1.4681596755981445
1,12,1,-1.1720128059387207
1,12,2,0.16859681904315948
1,12,3,-1.2362267971038818
1,12,4,-0.07008746266365051
1,12,5,-1.0197186470031738
1,12,6,-1.1608166694641113
1,12,7,0.01139465719461441
1,12,8,0.8680127263069153
1,12,9,1.1899868249893188
1,12,10,0.0027697349432855844
1,12,11,-1.2725952863693237
1,12,12,0.07888960838317871
1,12,13,-1.1064696311950684
1,12,14,-0.9232781529426575
1,12,15,-1.1920479536056519
1,13,0,0.6860131025314331
1,13,1,0.3612288236618042
1,13,2,0.01870347000658512
1,13,3,0.440017968416214
1,13,4,-0.16773375868797302
1,13,5,0.44141072034835815
1,13,6,0.3368262052536011
1,13,7,-0.11710626631975174
1,13,8,0.11276303976774216
1,13,9,0.6447089910507202
1,13,10,0.3482745289802551
1,13,11,0.5848050713539124
1,13,12,-0.04809956252574921
1,13,13,0.43916937708854675
1,13,14,0.4021385610103607
1,13,15,0.2474607676267624
1,14,0,0.41247445344924927
1,14,1,0.6215001940727234
1,14,2,-0.045977167785167694
1,14,3,0.525140643119812
1,14,4,0.16624563932418823
1,14,5,0.5623854994773865
1,14,6,0.5434318780899048
1,14,7,0.13996469974517822
1,14,8,0.1812008023262024
1,14,9,0.7432862520217896
1,14,10,-0.10202004015445709
1,14,11,0.3992004096508026
1,14,12,0.2086351066827774
1,14,13,0.6504470705986023
1,14,14,0.4759170413017273
1,14,15,0.46708303689956665
1,15,0,0.22042375802993774
1,15,1,-0.12915317714214325
1,15,2,-0.20914492011070251
1,15,3,-0.011460855603218079
1,15,4,-0.043077945709228516
1,15,5,-0.1046757698059082
1,15,6,0.01680128276348114
1,15,7,0.05197882652282715
1,15,8,0.10067141056060791
1,15,9,-0.011814162135124207
1,15,10,0.00010387599468231201
1,15,11,-0.09492027759552002
1,15,12,0.004321768879890442
1,15,13,-0.18438728153705597
1,15,14,-0.21523800492286682
1,15,15,-0.14495296776294708
1,16,0,0.19834960997104645
1,16,1,0.32558441162109375
1,16,2,0.07542527467012405
1,16,3,0.43842026591300964
1,16,4,-0.22217021882534027
1,16,5,0.25582945346832275
1,16,6,0.394365131855011
1,16,7,-0.08505499362945557
1,16,8,0.2486705780029297
1,16,9,0.2372341901063919
1,16,10,0.007065196521580219
1,16,11,0.37755483388900757
1,16,12,0.006458695512264967
1,16,13,0.5884173512458801
1,16,14,0.41597455739974976
1,16,15,0.43923550844192505
1,17,0,-0.15069404244422913
1,17,1,1.6208359003067017
1,17,2,-0.16732639074325562
1,17,3,1.60916268825531
1,17,4,-0.2651415169239044
1,17,5,1.32002854347229
1,17,6,1.5187702178955078
1,17,7,0.0900021344423294
1,17,8,0.03807268291711807
1,17,9,-0.1877312809228897
1,17,10,-1.4589245319366455
1,17,11,1.7172170877456665
1,17,12,-0.3987904191017151
1,17,13,1.2428265810012817
1,17,14,1.4803253412246704
1,17,15,1.545650839805603
1,18,0,-0.0633271336555481
1,18,1,-6.978213787078857e-05
1,18,2,0.12047618627548218
1,18,3,-0.05346226692199707
1,18,4,0.039558202028274536
1,18,5,-0.00820457935333252
1,18,6,0.02476319670677185
1,18,7,-0.2098376601934433
1,18,8,0.05417916178703308
1,18,9,0.21866002678871155
1,18,10,-0.12918353080749512
1,18,11,0.09553888440132141
1,18,12,0.04414576292037964
1,18,13,-0.04600746929645538
1,18,14,0.15327876806259155
1,18,15,0.07488095760345459
1,19,0,0.8227406144142151
1,19,1,-0.16826997697353363
1,19,2,0.07408984750509262
1,19,3,-0.15706953406333923
1,19,4,0.29873427748680115
1,19,5,-0.021740607917308807
1,19,6,-0.11413506418466568
1,19,7,0.15600787103176117
1,19,8,0.1486721634864807
1,19,9,0.27138662338256836
1,19,10,0.4205714464187622
1,19,11,-0.43118923902511597
1,19,12,0.3599109947681427
1,19,13,-0.27856138348579407
1,19,14,-0.13543646037578583
1,19,15,-0.052928291261196136
2,0,0,-0.260444700717926
2,1,0,1.0571601390838623
2,2,0,-0.0014725049259141088
2,3,0,0.6489778161048889
2,4,0,0.18122154474258423
2,5,0,0.8337669968605042
2,6,0,0.7811093926429749
2,7,0,-0.13259533047676086
2,8,0,-0.02279130183160305
2,9,0,-0.36806437373161316
2,10,0,0.685528039932251
2,11,0,0.653382420539856
2,12,0,-0.01652008295059204
2,13,0,1.0221633911132812
2,14,0,0.7224260568618774
2,15,0,0.8435609936714172
