ID,Value
0,0.40701448917388916
1,0.7707075476646423
2,0.5308324098587036
3,0.6707831025123596
4,0.8377314805984497
5,0.5286162495613098
6,0.6484182476997375
7,0.47086361050605774
8,0.05592108145356178
9,0.2946023941040039
10,0.5481880903244019
11,0.40031206607818604
12,0.2675756514072418
13,0.4120941758155823
14,0.4593636989593506
15,0.022997040301561356
16,0.706035315990448
17,10.288125038146973
18,0.22393327951431274
19,0.18865752220153809
20,0.4826221764087677
21,0.8483142256736755
22,0.894172728061676
23,0.26992735266685486
24,0.5766908526420593
25,0.8801980018615723
26,0.905931293964386
27,0.5027473568916321
28,0.7177939414978027
29,0.6801664233207703
30,0.31696170568466187
31,0.11810600012540817
32,1.6809577941894531
33,2.127784013748169
34,0.07107165455818176
35,0.44734641909599304
36,0.8142143487930298
37,0.17694596946239471
38,0.5050520300865173
39,0.6697192788124084
40,0.3767949044704437
41,0.3297840654850006
42,0.05592108145356178
43,0.8471383452415466
44,0.04651421308517456
45,0.3885535001754761
46,0.3532777428627014
47,0.12880080938339233
48,0.6119666695594788
49,0.6343079805374146
50,0.5414150953292847
51,0.3922872245311737
52,0.05460963398218155
53,0.8555049896240234
54,0.36046847701072693
55,0.8777342438697815
56,0.6472424268722534
57,0.6966284513473511
58,0.7177939414978027
59,0.014695477671921253
60,6.407909393310547
61,0.04898351430892944
62,0.26992735266685486
63,0.50613933801651
64,0.9412070512771606
65,0.15234149992465973
66,0.5555254220962524
67,0.39927181601524353
68,0.14162316918373108
69,0.2827262282371521
70,1.4693032503128052
71,0.035819411277770996
72,0.50613933801651
73,0.31800198554992676
74,0.6932364702224731
75,0.7648518085479736
76,0.16173036396503448
77,0.022997040301561356
78,0.059665825217962265
79,0.3817805349826813
80,0.1852475255727768
81,0.706035315990448
82,0.3205888569355011
83,0.12882432341575623
84,0.15338176488876343
85,0.8118861317634583
86,0.05931306630373001
87,0.5414150953292847
88,0.29453182220458984
89,0.3517671227455139
90,0.5298917293548584
91,0.21579082310199738
92,0.8565687537193298
93,0.8471618890762329
94,0.8471383452415466
95,0.7677679061889648
96,0.600208044052124
97,0.7177939414978027
98,0.9071071743965149
99,0.16779778897762299
100,0.21003462374210358
101,0.15338176488876343
102,0.50613933801651
103,0.6354838013648987
104,0.19937583804130554
105,1.1870970726013184
106,0.788345456123352
107,0.47086361050605774
108,0.6331555843353271
109,0.6237487196922302
110,1.116545557975769
111,0.282749742269516
112,0.7601248025894165
113,0.6002315878868103
114,0.34151914715766907
115,0.2532121539115906
116,1.7044278383255005
117,0.24745045602321625
118,0.3532777428627014
119,0.5778667330741882
120,0.5178979635238647
121,0.6119666695594788
122,1.6807225942611694
123,0.7849534749984741
124,0.008557494729757309
125,0.6825181841850281
126,0.19937583804130554
127,0.4314197897911072
128,0.692060649394989
129,0.8306763768196106
130,0.706035315990448
131,1.7279685735702515
132,0.2816859483718872
133,0.11340256780385971
134,0.41573384404182434
135,0.8530176877975464
136,0.7671799659729004
137,0.10634741187095642
138,0.5884494781494141
139,0.15338176488876343
140,0.8353797793388367
141,0.6707595586776733
142,2.4020884037017822
143,0.18395408987998962
144,0.07422295212745667
145,0.3885535001754761
146,0.08283024281263351
147,0.11706573516130447
148,0.600208044052124
149,1.021301031112671
150,0.8471383452415466
151,0.8118861317634583
152,0.17694596946239471
153,2.03371524810791
154,0.7649458646774292
155,0.44734641909599304
156,0.2346515953540802
157,0.10869912803173065
158,0.6119666695594788
159,0.621955931186676
160,0.7765868306159973
161,0.12986458837985992
162,0.8142143487930298
163,1.1635799407958984
164,4.385432720184326
165,0.3297605514526367
166,0.4003591239452362
167,0.22393327951431274
168,0.22054129838943481
169,0.031463220715522766
170,36.60395812988281
171,0.7319042086601257
172,1.4692796468734741
173,0.0593365840613842
174,0.09354855865240097
175,0.5286162495613098
176,2.6898446083068848
177,1.3258484601974487
178,0.20987001061439514
179,0.47086361050605774
180,3.703434467315674
181,0.6472424268722534
182,0.07943825423717499
183,0.5109784007072449
184,0.7037071585655212
185,0.8811386823654175
186,0.1779572069644928
187,0.600208044052124
188,0.5414150953292847
189,0.2490261048078537
190,0.20041610300540924
191,0.03475562483072281
192,0.800104022026062
193,0.3885535001754761
194,0.0005201337044127285
195,0.5756506323814392
196,0.7413110733032227
197,1.116545557975769
198,0.8825317025184631
199,0.17689892649650574
200,0.7177939414978027
201,0.4815819263458252
202,1.110666275024414
203,0.8530176877975464
204,0.3875132203102112
205,0.7366076707839966
206,2.104243278503418
207,0.3758487105369568
208,0.5766908526420593
209,0.29448479413986206
210,0.6966284513473511
211,0.36505982279777527
212,0.06166478618979454
213,0.3767949044704437
214,0.8377314805984497
215,0.014695477671921253
216,0.5296565294265747
217,0.7954006195068359
218,0.33690977096557617
219,0.5063980221748352
220,0.6731113195419312
221,0.4591050148010254
222,0.32987815141677856
223,0.04755448177456856
224,0.39031729102134705
225,0.6590009927749634
226,3.938488721847534
227,0.8236212134361267
228,0.8612486720085144
229,0.6119666695594788
230,0.13009975850582123
231,0.7177939414978027
232,0.03475562483072281
233,0.8588969707489014
234,0.29448479413986206
235,0.6072632074356079
236,0.6825181841850281
237,0.435611367225647
238,0.412541002035141
239,1.1400628089904785
240,0.7883689403533936
241,0.7906971573829651
242,0.6119666695594788
243,0.800104022026062
244,0.024037307128310204
245,0.7520294189453125
246,0.24641019105911255
247,0.7308639287948608
248,1.704474925994873
249,0.69780433177948
250,0.5615403056144714
251,0.6237252354621887
252,2.125432252883911
253,0.44734641909599304
254,0.29109281301498413
255,2.873866319656372
256,0.024037307128310204
257,0.788345456123352
258,0.8988761305809021
259,0.6260769367218018
260,9.582610130310059
261,0.17585866153240204
262,1.0459940433502197
263,0.035795893520116806
264,0.11706573516130447
265,0.6472424268722534
266,0.44734641909599304
267,0.3062433898448944
268,0.706035315990448
269,0.17689892649650574
270,0.05931306630373001
271,0.24039530754089355
272,0.3885535001754761
273,0.29448479413986206
274,0.6460845470428467
275,0.905931293964386
276,0.22289301455020905
277,0.6825181841850281
278,0.7836419939994812
279,0.6472424268722534
280,10.497075080871582
281,0.47086361050605774
282,0.9071071743965149
283,0.8824141621589661
284,0.47086361050605774
285,0.3297605514526367
286,0.42382925748825073
287,0.5297741293907166
288,0.3532777428627014
289,0.44734641909599304
290,0.6943002343177795
291,0.7648282647132874
292,0.3863193690776825
293,0.4120941758155823
294,0.6697192788124084
295,0.8236212134361267
296,0.598297655582428
297,0.46982333064079285
298,0.7177939414978027
299,0.6226849555969238
300,0.26992735266685486
301,0.4720574617385864
302,0.9900231957435608
303,0.9730908274650574
304,0.011214936152100563
305,0.26052048802375793
306,0.22393327951431274
307,0.7413110733032227
308,0.028764259070158005
309,0.04755448177456856
310,0.1852475255727768
311,0.012278720736503601
312,0.5884494781494141
313,0.17585866153240204
314,0.7660041451454163
315,0.5719874501228333
316,0.5050991177558899
317,0.9401667714118958
318,0.4144223928451538
319,2.4076383113861084
320,2.925016164779663
321,0.4345475733280182
322,0.14162316918373108
323,0.8777107000350952
324,0.4580647349357605
325,0.33451104164123535
326,0.27099114656448364
327,0.29448479413986206
328,0.29344454407691956
329,0.15338176488876343
330,1.1634624004364014
331,0.05460963398218155
332,0.40031206607818604
333,0.2356918603181839
334,0.5414150953292847
335,0.8801980018615723
336,0.012278720736503601
337,0.7648282647132874
338,0.7177939414978027
339,0.15338176488876343
340,0.3203536868095398
341,0.9094588756561279
342,0.07984355837106705
343,0.4591050148010254
344,0.5296565294265747
345,0.014630437828600407
346,1.2341314554214478
347,0.8343160152435303
348,0.7414286732673645
349,0.13268664479255676
350,0.3060082197189331
351,0.011191418394446373
352,0.014630437828600407
353,0.05352232977747917
354,0.14162316918373108
355,0.7654162049293518
356,0.8236212134361267
357,3.1155052185058594
358,0.5884494781494141
359,0.11706573516130447
360,0.22393327951431274
361,1.2341314554214478
362,0.3885535001754761
363,0.10646499693393707
364,0.5649322867393494
365,0.9094588756561279
366,0.001784549211151898
367,0.8212695121765137
368,0.003154057078063488
369,0.003971646539866924
370,0.49438077211380005
371,4.994527339935303
372,0.4591050148010254
373,0.7906971573829651
374,0.8588969707489014
375,0.2485557645559311
376,0.3767949044704437
377,0.7660041451454163
378,0.24745045602321625
379,0.6472894549369812
380,0.7177939414978027
381,0.4826221764087677
382,0.6237252354621887
383,0.14632660150527954
384,0.9989597201347351
385,0.3650363087654114
386,0.8353797793388367
387,2.057232618331909
388,0.5990502238273621
389,0.34151914715766907
390,0.29344454407691956
391,0.17692245543003082
392,0.5768084526062012
393,0.24405847489833832
